"movieId";"titulo";"Adventure";"Animation";"Children";"Comedy";"Fantasy";"Romance";"Drama";"Action";"Crime";"Thriller";"Horror";"Mystery";"Sci.Fi";"War";"Musical";"Documentary";"IMAX";"Western";"Film.Noir";"No.genres"
2952;"Sydney (Hard Eight) (1996)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2953;"Home Alone 2: Lost in New York (1992)";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2956;"Someone to Watch Over Me (1987)";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2959;"Fight Club (1999)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2961;"Story of Us, The (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2962;"Fever Pitch (1997)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2965;"Omega Code, The (1999)";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2966;"Straight Story, The (1999)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2967;"Bad Seed, The (1956)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2968;"Time Bandits (1981)";1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2969;"Man and a Woman, A (Un homme et une femme) (1966)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2970;"Fitzcarraldo (1982)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2971;"All That Jazz (1979)";0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2972;"Red Sorghum (Hong gao liang) (1987)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2973;"Crimes and Misdemeanors (1989)";0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2974;"Bats (1999)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2975;"Best Man, The (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2977;"Crazy in Alabama (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2978;"Three to Tango (1999)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2982;"Guardian, The (1990)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2983;"Ipcress File, The (1965)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2984;"On Any Sunday (1971)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2985;"RoboCop (1987)";0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0
2986;"RoboCop 2 (1990)";0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2987;"Who Framed Roger Rabbit? (1988)";1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2989;"For Your Eyes Only (1981)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2990;"Licence to Kill (1989)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2991;"Live and Let Die (1973)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2992;"Rawhead Rex (1986)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2993;"Thunderball (1965)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2995;"House on Haunted Hill (1999)";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2997;"Being John Malkovich (1999)";0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3000;"Princess Mononoke (Mononoke-hime) (1997)";1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3002;"My Best Fiend (Mein liebster Feind) (1999)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3003;"Train of Life (Train de vie) (1998)";0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3004;"Bachelor, The (1999)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005;"Bone Collector, The (1999)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3006;"Insider, The (1999)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3007;"American Movie (1999)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3008;"Last Night (1998)";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
3013;"Bride of Re-Animator (1990)";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3014;"Bustin' Loose (1981)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3015;"Coma (1978)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3016;"Creepshow (1982)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3017;"Creepshow 2 (1987)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3018;"Re-Animator (1985)";0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
3019;"Drugstore Cowboy (1989)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3020;"Falling Down (1993)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3021;"Funhouse, The (1981)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3022;"General, The (1926)";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3024;"Piranha (1978)";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
3028;"Taming of the Shrew, The (1967)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3029;"Nighthawks (1981)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3030;"Yojimbo (1961)";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3031;"Repossessed (1990)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3032;"Omega Man, The (1971)";0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0
3033;"Spaceballs (1987)";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3034;"Robin Hood (1973)";1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3035;"Mister Roberts (1955)";0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3036;"Quest for Fire (Guerre du feu, La) (1981)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3037;"Little Big Man (1970)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3039;"Trading Places (1983)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3040;"Meatballs (1979)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3041;"Meatballs Part II (1984)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3042;"Meatballs III (1987)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3043;"Meatballs 4 (1992)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3044;"Dead Again (1991)";0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
3045;"Peter's Friends (1992)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3046;"Incredibly True Adventure of Two Girls in Love, The (1995)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3048;"Under the Rainbow (1981)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3051;"Anywhere But Here (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3052;"Dogma (1999)";1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3053;"Messenger: The Story of Joan of Arc, The (1999)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3054;"Pokémon: The First Movie (1998)";1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3055;"Felicia's Journey (1999)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3056;"Oxygen (1999)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
3057;"Where's Marlowe? (1998)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3060;"Commitments, The (1991)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
3061;"Holiday Inn (1942)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3062;"Longest Day, The (1962)";0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
3063;"Poison Ivy (1992)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3064;"Poison Ivy: New Seduction (1997)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3066;"Tora! Tora! Tora! (1970)";0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
3067;"Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3068;"Verdict, The (1982)";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
3070;"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3071;"Stand and Deliver (1988)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3072;"Moonstruck (1987)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3073;"Sandpiper, The (1965)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3074;"Jeremiah Johnson (1972)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3075;"Repulsion (1965)";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
3076;"Irma la Douce (1963)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3077;"42 Up (1998)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3079;"Mansfield Park (1999)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3081;"Sleepy Hollow (1999)";0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
3082;"World Is Not Enough, The (1999)";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3086;"Babes in Toyland (1934)";0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3087;"Scrooged (1988)";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3088;"Harvey (1950)";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3091;"Kagemusha (1980)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3093;"McCabe & Mrs. Miller (1971)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
3094;"Maurice (1987)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3096;"My Man Godfrey (1957)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3097;"Shop Around the Corner, The (1940)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3099;"Shampoo (1975)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3101;"Fatal Attraction (1987)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3102;"Jagged Edge (1985)";0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3103;"Stanley & Iris (1990)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3104;"Midnight Run (1988)";0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3105;"Awakenings (1990)";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
3106;"Come See the Paradise (1990)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3107;"Backdraft (1991)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3108;"Fisher King, The (1991)";0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3113;"End of Days (1999)";0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0
3114;"Toy Story 2 (1999)";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3117;"Ride with the Devil (1999)";0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3120;"Distinguished Gentleman, The (1992)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3127;"Holy Smoke (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3129;"Sweet and Lowdown (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3130;"Bonfire of the Vanities (1990)";0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3132;"Daddy Long Legs (1919)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3134;"Grand Illusion (La grande illusion) (1937)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3142;"U2: Rattle and Hum (1988)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
3143;"Hell in the Pacific (1968)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3146;"Deuce Bigalow: Male Gigolo (1999)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3147;"Green Mile, The (1999)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3150;"War Zone, The (1999)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3153;"7th Voyage of Sinbad, The (1958)";1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3155;"Anna and the King (1999)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3156;"Bicentennial Man (1999)";0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
3157;"Stuart Little (1999)";0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3159;"Fantasia 2000 (1999)";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3161;"Onegin (1999)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3162;"Simpatico (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3163;"Topsy-Turvy (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
3165;"Boiling Point (1993)";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3167;"Carnal Knowledge (1971)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3168;"Easy Rider (1969)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3169;"The Falcon and the Snowman (1985)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
3174;"Man on the Moon (1999)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3175;"Galaxy Quest (1999)";1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3176;"Talented Mr. Ripley, The (1999)";0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
3177;"Next Friday (2000)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3182;"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3189;"My Dog Skip (1999)";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3190;"Supernova (2000)";1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
3194;"Way We Were, The (1973)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3196;"Stalag 17 (1953)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3197;"Presidio, The (1988)";0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
3198;"Papillon (1973)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3200;"Last Detail, The (1973)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3203;"Dead Calm (1989)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3204;"Boys from Brazil, The (1978)";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
3208;"Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3210;"Fast Times at Ridgemont High (1982)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3213;"Batman: Mask of the Phantasm (1993)";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3219;"Pacific Heights (1990)";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
3225;"Down to You (2000)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3230;"Odessa File, The (1974)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3235;"Where the Buffalo Roam (1980)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3238;"Eye of the Beholder (1999)";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3240;"Big Tease, The (1999)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3241;"Cup, The (Phörpa) (1999)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3243;"Encino Man (1992)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3244;"Goodbye Girl, The (1977)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3247;"Sister Act (1992)";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3248;"Sister Act 2: Back in the Habit (1993)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3249;"Hand That Rocks the Cradle, The (1992)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3251;"Agnes of God (1985)";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
3253;"Wayne's World (1992)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3254;"Wayne's World 2 (1993)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3255;"League of Their Own, A (1992)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3256;"Patriot Games (1992)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
3257;"Bodyguard, The (1992)";0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3258;"Death Becomes Her (1992)";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3259;"Far and Away (1992)";1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3261;"Singles (1992)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3262;"Twin Peaks: Fire Walk with Me (1992)";0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
3263;"White Men Can't Jump (1992)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3264;"Buffy the Vampire Slayer (1992)";0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
3265;"Hard-Boiled (Lat sau san taam) (1992)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
3267;"Mariachi, El (1992)";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0
3268;"Stop! Or My Mom Will Shoot (1992)";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3269;"Forever Young (1992)";0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
3270;"Cutting Edge, The (1992)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3272;"Bad Lieutenant (1992)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3273;"Scream 3 (2000)";0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
3274;"Single White Female (1992)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3275;"Boondock Saints, The (2000)";0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
3276;"Gun Shy (2000)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3280;"Baby, The (1973)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3281;"Brandon Teena Story, The (1998)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3283;"Minnie and Moskowitz (1971)";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3284;"They Might Be Giants (1971)";0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3285;"Beach, The (2000)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3286;"Snow Day (2000)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3287;"Tigger Movie, The (2000)";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3294;"Eaten Alive (1977)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3298;"Boiler Room (2000)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
3299;"Hanging Up (2000)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3300;"Pitch Black (2000)";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
3301;"Whole Nine Yards, The (2000)";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3302;"Beautiful People (1999)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3303;"Black Tar Heroin: The Dark End of the Street (2000)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3306;"Circus, The (1928)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3307;"City Lights (1931)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3308;"Flamingo Kid, The (1984)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;"Kid, The (1921)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3313;"Class Reunion (1982)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3315;"Happy Go Lovely (1951)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3316;"Reindeer Games (2000)";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
3317;"Wonder Boys (2000)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3323;"Chain of Fools (2000)";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3324;"Drowning Mona (2000)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3325;"Next Best Thing, The (2000)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3326;"What Planet Are You From? (2000)";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3327;"Beyond the Mat (1999)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3328;"Ghost Dog: The Way of the Samurai (1999)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3329;"The Year My Voice Broke (1987)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3330;"Splendor in the Grass (1961)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3334;"Key Largo (1948)";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0
3338;"For All Mankind (1989)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3341;"Born Yesterday (1950)";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3342;"Birdy (1984)";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3344;"Blood Feast (1963)";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3345;"Charlie, the Lonesome Cougar (1967)";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3347;"Never Cry Wolf (1983)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3353;"Closer You Get, The (2000)";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3354;"Mission to Mars (2000)";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3355;"Ninth Gate, The (1999)";0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
3357;"East-West (Est-ouest) (1999)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3358;"Defending Your Life (1991)";0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3359;"Breaking Away (1979)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3360;"Hoosiers (a.k.a. Best Shot) (1986)";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3361;"Bull Durham (1988)";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3362;"Dog Day Afternoon (1975)";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3363;"American Graffiti (1973)";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3364;"Asphalt Jungle, The (1950)";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
3365;"Searchers, The (1956)";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
3368;"Big Country, The (1958)";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3370;"Betrayed (1988)";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
